market_num,tracking_id,parent_market_num,parent_market_name,market_name,question,search_query,region,bucket,system_type,underlying_event_group,group,tier,outcome_market_kind,outcome_order,primary_outcome_to_track,exact_polymarket_slug,slug_search_hint,parent_slug_search_hint,selected_reason,status,liquidity_ok,rules_ok,notes
104,RSO-0104,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Luiz Inácio Lula da Silva,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Luiz Inácio Lula da Silva,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,1,Luiz Inácio Lula da Silva,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-luiz-in-cio-lula-da-silva,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
105,RSO-0105,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Flávio Bolsonaro,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Flávio Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,2,Flávio Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-fl-vio-bolsonaro,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
106,RSO-0106,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Renan Santos,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Renan Santos,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,3,Renan Santos,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-renan-santos,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
107,RSO-0107,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Michelle Bolsonaro,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Michelle Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,4,Michelle Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-michelle-bolsonaro,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
108,RSO-0108,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Ronaldo Caiado,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Ronaldo Caiado,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,5,Ronaldo Caiado,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-ronaldo-caiado,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
109,RSO-0109,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Fernando Haddad,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Fernando Haddad,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,6,Fernando Haddad,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-fernando-haddad,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
110,RSO-0110,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Camilo Santana,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Camilo Santana,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,7,Camilo Santana,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-camilo-santana,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
111,RSO-0111,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Romeu Zema,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Romeu Zema,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,8,Romeu Zema,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-romeu-zema,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
112,RSO-0112,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Jair Bolsonaro,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Jair Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,9,Jair Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-jair-bolsonaro,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
113,RSO-0113,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Geraldo Alckmin,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Geraldo Alckmin,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,10,Geraldo Alckmin,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-geraldo-alckmin,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
114,RSO-0114,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Tereza Cristina,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Tereza Cristina,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,11,Tereza Cristina,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-tereza-cristina,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
115,RSO-0115,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Tarcisio de Freitas,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Tarcisio de Freitas,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,12,Tarcisio de Freitas,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-tarcisio-de-freitas,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
116,RSO-0116,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Eduardo Bolsonaro,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Eduardo Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,13,Eduardo Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-eduardo-bolsonaro,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
117,RSO-0117,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Aldo Rebelo,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Aldo Rebelo,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,14,Aldo Rebelo,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-aldo-rebelo,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
118,RSO-0118,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Helder Barbalho,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Helder Barbalho,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,15,Helder Barbalho,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-helder-barbalho,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
119,RSO-0119,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Ratinho Júnior,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Ratinho Júnior,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,16,Ratinho Júnior,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-ratinho-j-nior,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
120,RSO-0120,27,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place — Eduardo Leite,Brazil Presidential Election First Round: 1st Place,Brazil Presidential Election First Round: 1st Place Eduardo Leite,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_first_place_2026,tracked,brazil_core,multi_outcome_contract,17,Eduardo Leite,TODO_VERIFY,brazil-presidential-election-first-round-1st-place-eduardo-leite,brazil-presidential-election-first-round-1st-place,"User-requested first-round first-place market; not clearly visible in paste, so rows are included for resolver/manual verification.",needs_slug_clob_verification,needs_orderbook_check,needs_manual_review,"If no actual Polymarket event exists, mark this parent market REPLACE."
121,RSO-0121,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Flávio Bolsonaro,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Flávio Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,1,Flávio Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-fl-vio-bolsonaro,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
122,RSO-0122,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Renan Santos,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Renan Santos,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,2,Renan Santos,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-renan-santos,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
123,RSO-0123,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Luiz Inácio Lula da Silva,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Luiz Inácio Lula da Silva,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,3,Luiz Inácio Lula da Silva,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-luiz-in-cio-lula-da-silva,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
124,RSO-0124,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Romeu Zema,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Romeu Zema,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,4,Romeu Zema,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-romeu-zema,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
125,RSO-0125,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Michelle Bolsonaro,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Michelle Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,5,Michelle Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-michelle-bolsonaro,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
126,RSO-0126,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Fernando Haddad,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Fernando Haddad,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,6,Fernando Haddad,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-fernando-haddad,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
127,RSO-0127,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Camilo Santana,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Camilo Santana,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,7,Camilo Santana,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-camilo-santana,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
128,RSO-0128,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Ronaldo Caiado,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Ronaldo Caiado,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,8,Ronaldo Caiado,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-ronaldo-caiado,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
129,RSO-0129,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Geraldo Alckmin,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Geraldo Alckmin,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,9,Geraldo Alckmin,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-geraldo-alckmin,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
130,RSO-0130,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Tereza Cristina,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Tereza Cristina,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,10,Tereza Cristina,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-tereza-cristina,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
131,RSO-0131,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Jair Bolsonaro,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Jair Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,11,Jair Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-jair-bolsonaro,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
132,RSO-0132,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Ratinho Júnior,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Ratinho Júnior,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,12,Ratinho Júnior,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-ratinho-j-nior,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
133,RSO-0133,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Eduardo Bolsonaro,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Eduardo Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,13,Eduardo Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-eduardo-bolsonaro,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
134,RSO-0134,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Aldo Rebelo,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Aldo Rebelo,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,14,Aldo Rebelo,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-aldo-rebelo,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
135,RSO-0135,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Tarcisio de Freitas,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Tarcisio de Freitas,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,15,Tarcisio de Freitas,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-tarcisio-de-freitas,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
136,RSO-0136,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Eduardo Leite,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Eduardo Leite,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,16,Eduardo Leite,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-eduardo-leite,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
137,RSO-0137,28,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place — Helder Barbalho,Brazil Presidential Election First Round: 2nd Place,Brazil Presidential Election First Round: 2nd Place Helder Barbalho,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_second_place_2026,tracked,brazil_core,multi_outcome_contract,17,Helder Barbalho,TODO_VERIFY,brazil-presidential-election-first-round-2nd-place-helder-barbalho,brazil-presidential-election-first-round-2nd-place,First-round second-place market; important runoff-composition signal.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
138,RSO-0138,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Renan Santos,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Renan Santos,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,1,Renan Santos,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-renan-santos,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
139,RSO-0139,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Ronaldo Caiado,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Ronaldo Caiado,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,2,Ronaldo Caiado,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-ronaldo-caiado,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
140,RSO-0140,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Romeu Zema,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Romeu Zema,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,3,Romeu Zema,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-romeu-zema,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
141,RSO-0141,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Flávio Bolsonaro,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Flávio Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,4,Flávio Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-fl-vio-bolsonaro,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
142,RSO-0142,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Fernando Haddad,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Fernando Haddad,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,5,Fernando Haddad,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-fernando-haddad,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
143,RSO-0143,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Michelle Bolsonaro,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Michelle Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,6,Michelle Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-michelle-bolsonaro,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
144,RSO-0144,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Luiz Inácio Lula da Silva,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Luiz Inácio Lula da Silva,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,7,Luiz Inácio Lula da Silva,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-luiz-in-cio-lula-da-silva,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
145,RSO-0145,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Camilo Santana,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Camilo Santana,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,8,Camilo Santana,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-camilo-santana,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
